toxic-rest-0	把这帮小自贤孙虫报	把这帮孝子贤孙冲爆	[(4, '孝'), (5, '子'), (8, '冲'), (9, '爆')]
toxic-rest-82	意思就是说，不平等，以及双表。同性恋回怼来自一些来自异性恋的攻击性言论，结果在你这成了同性恋过激了。但异性恋如果回怼一些来自同性恋的攻击性言论，评论就基本全是认为异性恋这么做没错，“干的漂亮”“同性恋或該”之类的，最后，结果又是同性恋过激了。看到了吗？这就是驰名双表，无论怎样结果都是同性恋的错，果然这个完全来自主观的是盆子扣起来可是一点不费劲。	意思就是说，不平等，以及双标。同性恋回怼来自一些来自异性恋的攻击性言论，结果在你这成了同性恋过激了。但异性恋如果回怼一些来自同性恋的攻击性言论，评论就基本全是认为异性恋这么做没错，“干的漂亮”“同性恋活该”之类的，最后，结果又是同性恋过激了。看到了吗？这就是驰名双标，无论怎样结果都是同性恋的错，果然这个完全来自主观的屎盆子扣起来可是一点不费劲。	[(14, '标'), (101, '活'), (102, '该'), (133, '标'), (160, '屎')]
toxic-rest-83	理中客就是女圈和天沟扮的	理中客就是女拳和舔狗扮的	[(7, '拳'), (9, '舔'), (10, '狗')]
toxic-rest-84	霓虹也就80年代初对末有强力管制，现在也不行了，你看奥运会旗手都有末了	霓虹也就80年代初对默有强力管制，现在也不行了，你看奥运会旗手都有默了	[(11, '默'), (34, '默')]
toxic-rest-85	黑人问题其实我觉得根本不需要让他们融入我们的社会也不需要让他在我们的大学里学习搞一个类似于监狱的地方设备齐全美名其曰地狱化培训不是更好对于黑牢速我是真烦以前我在杭州的时候见到三个黑人一边撸串一边打飞机还问我需要一个强壮的男人嘛？我踢翻他的桌子跑了	黑人问题其实我觉得根本不需要让他们融入我们的社会也不需要让他在我们的大学里学习搞一个类似于监狱的地方设备齐全美名其曰地狱化培训不是更好对于黑老鼠我是真烦以前我在杭州的时候见到三个黑人一边撸串一边打飞机还问我需要一个强壮的男人嘛？我踢翻他的桌子跑了	[(71, '老'), (72, '鼠')]
toxic-rest-86	河南省有一个白头村，元因是地下水含镍丰富。	河南省有一个白头村，原因是地下水含镍丰富。	[(11, '原')]
toxic-rest-87	反正这是底线，为了中华民族的未来，从我做起拒绝个不磷和各种超级病毒。	反正这是底线，为了中华民族的未来，从我做起拒绝哥布林和各种超级病毒。	[(24, '哥'), (25, '布'), (26, '林')]
toxic-rest-88	黑魂越来越多	黑混越来越多	[(2, '混')]
toxic-rest-89	无论男女，其实都出了很多社会性事件 ，你非撅着这么一件事情，我也无可奈何你们所谓的媒嗨女，其实在网络上可以现实生活中更多，我在广州呆了这么多年，黑人是看到不少，但是跟黑人走在一起的中国女的真的少之又少，咱也就不清楚了，怎么就媒黑了？我的意思也是希望大家集中火力打该打的位置，而不是一下子打所有人网上那些啥比言论听听就算了，别往心里去 ，人就这么一条命，想把自己气死几回啊？	无论男女，其实都出了很多社会性事件 ，你非撅着这么一件事情，我也无可奈何你们所谓的媚黑女，其实在网络上可以现实生活中更多，我在广州呆了这么多年，黑人是看到不少，但是跟黑人走在一起的中国女的真的少之又少，咱也就不清楚了，怎么就媒黑了？我的意思也是希望大家集中火力打该打的位置，而不是一下子打所有人网上那些傻逼言论听听就算了，别往心里去 ，人就这么一条命，想把自己气死几回啊？	[(42, '媚'), (43, '黑'), (152, '傻'), (153, '逼')]
toxic-rest-90	强卖切糕破产之后投静该被当地人打，结果被发现还挺能打，于是被人拉进了黑社会，然后被派去经营拉面馆，，，，	强卖切糕破产之后偷井盖被当地人打，结果被发现还挺能打，于是被人拉进了黑社会，然后被派去经营拉面馆，，，，	[(9, '偷'), (10, '井'), (11, '盖')]
toxic-rest-91	争吵是绝佳的展现领导力的机会，是变相的非五测试，争吵的内容反而是无关紧要的	争吵是绝佳的展现领导力的机会，是变相的废物测试，争吵的内容反而是无关紧要的	[(20, '废'), (21, '物')]
toxic-rest-92	她们赶紧去非洲挺好的，是死是活关我什么事，别留在国内恶新中国人。另外，友情提示，婚检发现艾滋，医院有明确要求不允许告诉患者的伴侣和亲属，别问为啥，问就是保护艾滋病人，也不知道保护了他们，正常的普通人是得罪谁了	她们赶紧去非洲挺好的，是死是活关我什么事，别留在国内恶心中国人。另外，友情提示，婚检发现艾滋，医院有明确要求不允许告诉患者的伴侣和亲属，别问为啥，问就是保护艾滋病人，也不知道保护了他们，正常的普通人是得罪谁了	[(28, '心')]
toxic-rest-93	兄弟你不知道再那个小強loveyu眼里你这些都是键盘侠比如你举那个现实当中做的列子就比如房东也开始不租房子给充内了，或者直接以租房子的名义看充内护照，没有？直接拿起电话拨打。在那个小強loveyu眼里你也是键盘侠	兄弟你不知道再那个小強loveyu眼里你这些都是键盘侠比如你举那个现实当中做的列子就比如房东也开始不租房子给虫类了，或者直接以租房子的名义看虫类护照，没有？直接拿起电话拨打。在那个小強loveyu眼里你也是键盘侠	[(55, '虫'), (56, '类'), (71, '虫'), (72, '类')]
toxic-rest-94	那个萨乱是反串的理客中阴阳人，大家注意一下。	那个傻卵是反串的理客中阴阳人，大家注意一下。	[(3, '傻'), (4, '卵')]
toxic-rest-95	**cr，一个二次元网站引流一堆亩仍把环境都搞臭了，以后大会员一天也不充了	**cr，一个二次元网站引流一堆慕刃把环境都搞臭了，以后大会员一天也不充了	[(17, '慕'), (18, '刃')]
toxic-rest-96	可黒柜智商确实不行啊🥰	可黒鬼智商确实不行啊🥰	[(3, '鬼')]
toxic-rest-97	郭女都有这样光明的未来	国铝都有这样光明的未来	[(1, '国'), (2, '铝')]
toxic-rest-98	活捉一则外批	活捉一则歪皮	[(5, '歪'), (6, '皮')]
toxic-rest-99	比不过比不过，你们北方实在是太厉害了，个个都是人上人。不过奇怪的是，北方人上人既然认为南方人是野忙人，却还有那么多北方人上人跑来野忙之地给野忙人打工也太让人疑惑了🤔	比不过比不过，你们北方实在是太厉害了，个个都是人上人。不过奇怪的是，北方人上人既然认为南方人是野蛮人，却还有那么多北方人上人跑来野蛮之地给野蛮人打工也太让人疑惑了🤔	[(49, '蛮'), (66, '蛮'), (71, '蛮')]
toxic-rest-100	太可怕了，之前我们学校有个同性恋也是个巨胖的，一直扫扰他的舍友，每天给舍友发几十条微信啊	太可怕了，之前我们学校有个同性恋也是个巨胖的，一直骚扰他的舍友，每天给舍友发几十条微信啊	[(26, '骚')]
toxic-rest-101	03年年关，河南农民工把工地上值钱的钢材都偷去了，谁家不过年，包工头有元罪嘛？扣去发工资，补材料，河南人，那年我家，过了一个苦冬，谁家过年吃煮白菜啊。你说别人黑你们，那是因为有人做的不对，而且大部分人都是这样。	03年年关，河南农民工把工地上值钱的钢材都偷去了，谁家不过年，包工头有原罪嘛？扣去发工资，补材料，河南人，那年我家，过了一个苦冬，谁家过年吃煮白菜啊。你说别人黑你们，那是因为有人做的不对，而且大部分人都是这样。	[(36, '原')]
toxic-rest-102	小线女是这样的捏	小仙女是这样的捏	[(2, '仙')]
toxic-rest-103	尊重？很多难童性恋都是在涉世不深时被忽悠甚至被骗的。	尊重？很多男同性恋都是在涉世不深时被忽悠甚至被骗的。	[(6, '男'), (7, '同')]
toxic-rest-104	第二领导人是自驾游利比亚的中国小伙。刚到达当地，当地市领导班子与媒体记者携手欢迎采访，铺设红地毯。一个普通的中国旅游者，一张中国汽车牌照，就能让当地黑人集体高潮。非洲大兄弟的落后是全方位的。不同于美国黑兄弟是三角贸易的幸存者和斗争者，中国广州黑兄弟只是想赚中国人的钱美国玩皮球的黑兄弟只是想赚中国人的钱。我国从未参与三角贸易，不欠黑人任何东西，但是学习苏联让黑人得到超国民待遇我国自古以来都排斥外族，中国人有足够的民族自信蔑视一切外族：坤轮怒（黑人），倭国（日本），红毛夷（西班牙），金毛怪（法国）等但是正因为过于狂妄，错过了工业革命，于是大清亡了，于是矫枉过正，美，英，德，法，意，非，欧等词被安在了那些黑毛白人身上，表示虚心学习法治，道德，美好，英雄，意志坚定等。文字游戏是为了更好的宣传而已。正如，秦，chin，加a。变成CHINA西方国家最早认识中国就是秦朝。但是西方人从来不联想强大的秦。汉字的一字多意一音多字给了太多玩弄文字游戏的机会。归根结底，国家之间只有利益关系，民族之间也只有利益，民众之间更多的只是利益。	第二领导人是自驾游利比亚的中国小伙。刚到达当地，当地市领导班子与媒体记者携手欢迎采访，铺设红地毯。一个普通的中国旅游者，一张中国汽车牌照，就能让当地黑人集体高潮。非洲大兄弟的落后是全方位的。不同于美国黑兄弟是三角贸易的幸存者和斗争者，中国广州黑兄弟只是想赚中国人的钱美国玩皮球的黑兄弟只是想赚中国人的钱。我国从未参与三角贸易，不欠黑人任何东西，但是学习苏联让黑人得到超国民待遇我国自古以来都排斥外族，中国人有足够的民族自信蔑视一切外族：昆仑奴（黑人），倭国（日本），红毛夷（西班牙），金毛怪（法国）等但是正因为过于狂妄，错过了工业革命，于是大清亡了，于是矫枉过正，美，英，德，法，意，非，欧等词被安在了那些黑毛白人身上，表示虚心学习法治，道德，美好，英雄，意志坚定等。文字游戏是为了更好的宣传而已。正如，秦，chin，加a。变成CHINA西方国家最早认识中国就是秦朝。但是西方人从来不联想强大的秦。汉字的一字多意一音多字给了太多玩弄文字游戏的机会。归根结底，国家之间只有利益关系，民族之间也只有利益，民众之间更多的只是利益。	[(219, '昆'), (220, '仑'), (221, '奴')]
toxic-rest-105	南京脏话是真脏，口音还尖锐沙哑，呆比呆比的脏话，掉的一皮😂	南京脏话是真脏，口音还尖锐沙哑，呆比呆比的脏话，掉的一批😂	[(28, '批')]
toxic-rest-106	摩滚出中国就行了。	默滚出中国就行了。	[(1, '默')]
toxic-rest-107	老将是闻着味都能找到坟	老僵尸闻着味都能找到坟	[(2, '僵'), (3, '尸')]
toxic-rest-108	啊哈哈哈，堡新拦破防了😆，当真是喜闻乐见??	啊哈哈哈，普信男破防了😆，当真是喜闻乐见??	[(6, '普'), (7, '信'), (8, '男')]
toxic-rest-109	母购冲进来啦	母狗冲进来啦	[(2, '狗')]
toxic-rest-110	黑去是人类的病毒，文明的癌症，图沙黑去是人类未来大势所趋	黑蛆是人类的病毒，文明的癌症，图沙黑蛆是人类未来大势所趋	[(2, '蛆'), (19, '蛆')]
toxic-rest-111	少数民族是少数民族，少数民族就算文化水平差点，但至少大部分还是遵纪守法的，嗨笑自们可就不一定了。好的幼儿园或学校，家长们很多都是有一定能量的，要把嗨笑自搞出去，总是有办法的。	少数民族是少数民族，少数民族就算文化水平差点，但至少大部分还是遵纪守法的，黑小子们可就不一定了。好的幼儿园或学校，家长们很多都是有一定能量的，要把黑小子搞出去，总是有办法的。	[(38, '黑'), (39, '小'), (40, '子'), (74, '黑'), (75, '小'), (76, '子')]
